 바사,54,152 
 마파,78,181 
 나가,51,169 
 사자,73,165 
 사아,63,189 
 카마,75,161 
 하사,67,198 
 바차,58,155 
 나파,61,176 
 차파,63,160 
 자타,98,196 
 가차,61,193 
 바가,96,157 
 마바,86,150 
 바파,57,143 
 하나,79,150 
 마나,87,152 
 라타,92,143 
 나다,54,159 
 다파,79,192 
 가파,57,179 
 사카,58,150 
 카타,83,145 
 자가,52,187 
 차다,42,173 
 타차,99,140 
 다바,49,164 
 차바,83,166 
 라아,46,145 
 마타,99,164 
 다하,67,195 
 가차,71,159 
 가아,59,199 
 바다,70,146 
 타파,44,191 
 가바,88,168 
 파아,50,185 
 마아,82,150 
 나카,97,145 
 마카,48,170 
 하가,54,159 
 마아,72,183 
 바바,92,181 
 차자,46,175 
 자바,91,185 
 가차,49,156 
 다차,40,185 
 아다,93,160 
 다차,46,175 
 바타,45,169 
 아라,92,196 
 자바,57,197 
 사라,76,180 
 라차,85,171 
 카바,40,182 
 아자,43,174 
 자하,79,158 
 다나,76,166 
 하나,68,183 
 아차,45,182 
 나사,87,170 
 다자,83,156 
 하파,43,195 
 바사,92,170 
 마하,90,182 
 나자,43,199 
 나마,48,184 
 카차,75,186 
 라차,93,183 
 나차,97,199 
 하라,70,165 
 카사,71,154 
 카마,97,147 
 바다,71,158 
 하카,94,177 
 타다,84,159 
 바파,59,145 
 자라,45,160 
 카자,65,180 
 나나,93,183 
 라마,71,185 
 라가,42,184 
 차가,48,162 
 파자,89,179 
 하나,57,175 
 차타,50,167 
 바타,90,180 
 라카,87,151 
 다파,91,178 
 자사,87,156 
 자바,75,192 
 라카,59,192 
 라나,93,180 
 하파,84,182 
 하아,90,161 
 가바,84,191 
 타카,86,172 
 파카,99,163 
 나아,62,172 
 나카,76,140 
 라타,82,185 
 자타,60,174 
 차차,89,167 
 카바,93,197 
 마라,90,157 
 바라,55,167 
 나라,91,153 
 사카,60,143 
 라아,99,149 
 바카,54,186 
 하하,44,158 
 파차,63,146 
 아자,45,174 
 차마,85,161 
 다자,80,195 
 가라,42,150 
 다자,59,199 
 아다,53,182 
 마하,41,145 
 가바,91,168 
 아바,79,175 
 아카,55,191 
 사사,85,170 
 카아,50,146 
 마라,55,171 
 다차,90,197 
 사파,82,147 
 사라,50,188 
 라차,94,185 
 사카,45,189 
 사사,60,143 
 마가,69,148 
 아마,48,199 
 라자,53,157 
 타타,59,177 
 하바,79,150 
 하바,47,167 
 자가,66,183 
 마카,78,166 
 다가,43,141 
 하아,80,161 
 나타,83,175 
 타타,58,159 
 마마,55,197 
 바사,65,164 
 파자,69,185 
 타파,78,160 
 다마,77,161 
 타바,53,192 
 자마,52,195 
 타가,67,147 
 다가,90,169 
 라라,64,182 
 라라,49,145 
 차사,79,166 
 바라,53,179 
 마나,84,183 
 마자,69,148 
 다하,40,179 
 타하,71,195 
 차가,81,182 
 파바,76,163 
 하파,52,142 
 바나,72,178 
 타타,91,175 
 하바,64,180 
 마바,85,160 
 사차,66,145 
 자카,86,148 
 나아,79,160 
 나파,42,190 
 하카,70,169 
 하카,73,191 
 마라,98,173 
 사나,82,169 
 다사,43,166 
 나타,89,196 
 타가,55,177 
 하아,67,166 
 파하,41,166 
 마다,85,182 
 하라,88,151 
 하나,99,192 
 바나,86,189 
 사나,84,168 
 타파,86,192 
 마마,90,181 
 바하,56,156 
 자아,94,175 
 나카,47,185 
 가라,87,167 
 카나,97,146 
 나카,92,141 
 바차,40,173 
 사차,98,178 
 바하,41,180 
 아자,71,152 
 바라,47,162 
 카바,75,157 
 바카,95,199 
 나타,73,199 
 카바,51,183 
 차아,65,140 
 자아,69,176 
 다바,57,195 
 아차,82,173 
 바타,59,187 
 카바,75,154 
 다가,59,141 
 가가,49,175 
 차사,67,163 
 나다,43,184 
 바바,96,176 
 바마,86,196 
 하바,51,141 
 가타,88,146 
 하라,40,154 
 아바,94,184 
 카바,52,185 
 차나,55,185 
 아하,81,158 
 라바,80,166 
 타바,52,197 
 마아,46,187 
 하하,66,158 
 파파,80,193 
 하자,96,167 
 차하,71,141 
 가바,83,143 
 사바,79,169 
 아나,83,153 
 자다,72,159 
 타파,49,186 
 사나,48,170 
 아자,98,199 
 마바,93,195 
 마아,44,191 
 자나,50,192 
 카파,78,187 
 파사,56,184 
 차다,49,196 
 자차,68,177 
 아타,61,185 
 마나,41,170 
 나타,42,166 
 카나,78,188 
 사아,81,147 
 카자,48,166 
 아아,73,180 
 타자,77,190 
 다나,40,177 
 다타,91,165 
 가가,83,172 
 나아,97,148 
 다차,59,172 
 바마,69,192 
 차카,60,166 
 나라,62,179 
 바마,63,197 
 가아,57,196 
 하다,89,197 
 아나,68,197 
 바다,81,188 
 나나,54,197 
 아마,71,173 
 바가,57,173 
 자다,41,180 
 사사,54,161 
 나타,98,192 
 가마,86,183 
 아가,51,185 
 바라,48,145 
 자아,82,180 
 사타,86,174 
 자차,73,179 
 카가,95,165 
 하하,48,189 
 자아,78,142 
 사바,78,150 
 다라,59,178 
 다카,47,152 
 자마,67,184 
 가나,88,193 
 가차,90,186 
 타자,97,149 
 사차,77,192 
 아마,45,149 
 다라,75,152 
 카카,67,181 
 타바,94,186 
 하바,69,172 
 하마,76,147 
 파라,65,197 
 파카,86,174 
 사카,40,199 
 카가,89,185 
 가나,99,172 
 카하,76,166 
 자바,67,186 
 파바,84,159 
 카자,95,148 
 카카,52,192 
 카파,74,176 
 카자,78,166 
 가자,70,152 
 아다,98,148 
 나아,41,182 
 차하,40,167 
 다가,67,151 
 타가,56,160 
 가하,94,192 
 파하,91,193 
 카나,64,147 
 마가,55,167 
 카파,96,175 
 가자,58,147 
 사자,79,150 
 자자,86,194 
 타파,89,189 
 다다,93,173 
 라나,62,154 
 다라,72,157 
 파카,53,160 
 자차,66,180 
 카사,63,193 
 자자,46,163 
 파파,84,150 
 차다,95,190 
 바바,77,181 
 카라,71,140 
 다바,41,187 
 카가,43,195 
 파사,53,186 
 자아,43,171 
 차타,96,192 
 사하,84,144 
 라아,80,192 
 차카,58,175 
 나타,52,161 
 다하,54,176 
 마가,43,151 
 아타,63,142 
 사바,46,191 
 타아,45,153 
 하아,95,190 
 바자,40,185 
 차사,47,154 
 파마,75,199 
 하자,48,172 
 파차,51,151 
 타자,59,145 
 차마,78,197 
 하아,66,146 
 차사,66,181 
 바사,79,187 
 카타,95,142 
 가다,68,154 
 바사,89,177 
 아마,41,194 
 나다,47,171 
 다나,77,161 
 라타,53,168 
 자마,44,164 
 바차,67,147 
 바자,80,151 
 나바,84,189 
 가나,61,190 
 나하,66,184 
 타타,49,157 
 가하,53,161 
 파아,68,140 
 가라,81,168 
 사하,93,174 
 아차,73,171 
 나나,51,198 
 나하,72,157 
 카타,61,187 
 라파,50,157 
 아마,76,152 
 차나,55,160 
 타자,79,140 
 카마,54,195 
 하다,63,144 
 파라,97,171 
 마사,53,146 
 타바,55,180 
 사라,73,193 
 차바,62,185 
 바다,99,172 
 자바,44,151 
 아나,85,171 
 아사,73,193 
 카라,94,146 
 바사,76,196 
 다바,60,194 
 바하,99,142 
 카카,69,147 
 카하,62,143 
 가마,97,144 
 타마,59,188 
 카아,94,152 
 카라,90,197 
 하타,66,146 
 라바,47,178 
 차마,45,172 
 타마,74,146 
 라바,99,178 
 파가,50,161 
 가다,81,181 
 가다,64,163 
 타파,46,167 
 마마,72,171 
 하차,91,158 
 차나,56,146 
 가아,92,159 
 자차,62,159 
 카타,67,160 
 다바,48,186 
 사차,95,166 
 카타,40,157 
 아가,74,143 
 나마,85,158 
 타라,91,171 
 아바,63,168 
 자하,66,190 
 라카,78,173 
 하아,88,148 
 아타,45,180 
 마타,70,146 
 타라,58,148 
 하가,42,151 
 사다,82,175 
 하파,60,194 
 라카,72,150 
 라나,89,184 
 가타,54,150 
 차타,77,192 
 가가,47,157 
 타라,81,191 
 마파,89,164 
 나카,71,179 
 자라,96,175 
 사가,90,173 
 나차,49,161 
 다타,76,147 
 가자,73,174 
 타하,48,187 
 아카,41,197 
 아하,97,143 
 아타,49,196 
 바자,66,194 
 파가,67,189 
 하다,85,173 
 아사,64,159 
 파마,81,154 
 파차,98,191 
 가타,87,184 
 카라,80,161 
 마아,43,193 
 바다,54,174 
 카가,86,165 
 라자,75,146 
 타라,49,150 
 다아,74,164 
 마사,82,189 
 사카,77,162 
 마자,73,141 
 하카,61,153 
 나마,76,181 
 가아,50,162 
 사마,66,176 
 차차,95,195 
 라라,82,171 
 나파,89,164 
 아파,54,192 
 나사,57,156 
 하파,98,197 
 아파,82,159 
 아라,61,146 
 바차,90,186 
 마카,74,191 
 자다,96,152 
 자가,40,174 
 마타,72,168 
 차라,81,148 
 타나,46,174 
 자아,72,191 
 라자,86,167 
 카자,82,172 
 하바,95,158 
 다자,72,184 
 파자,93,145 
 아나,64,176 
 다타,80,143 
 자자,53,187 
 타아,86,163 
 라마,53,160 
 하사,82,161 
 하사,78,170 
 카사,56,141 
 바사,77,148 
 라바,71,167 
 아자,51,150 
 자카,98,179 
 라타,50,174 
 자타,73,157 
 카아,69,151 
 하차,91,174 
 마다,47,144 
 마가,77,190 
 사가,50,169 
 자사,58,146 
 하파,50,183 
 카타,94,167 
 파나,47,157 
 차자,45,185 
 나가,48,197 
 자아,59,197 
 가다,63,147 
 라파,40,152 
 아아,89,148 
 마차,60,182 
 다다,86,181 
 하자,42,185 
 카나,51,193 
 자가,59,183 
 마타,74,188 
 자바,89,188 
 다가,75,144 
 마아,44,153 
 라다,53,182 
 타다,74,175 
 아라,60,175 
 파바,45,152 
 카다,60,158 
 마아,57,186 
 타차,73,141 
 마아,65,177 
 하타,60,168 
 카아,87,169 
 아파,92,143 
 타가,49,170 
 자자,60,160 
 사카,72,154 
 자아,67,164 
 타자,66,178 
 다라,77,169 
 타하,45,158 
 바카,89,188 
 마아,99,182 
 가바,61,169 
 마바,51,143 
 가가,78,176 
 하카,79,162 
 라다,84,142 
 카나,57,180 
 나나,78,162 
 다나,96,182 
 파사,63,184 
 마파,95,156 
 카나,64,190 
 다아,95,145 
 자하,76,159 
 마아,85,152 
 다사,94,153 
 라가,50,178 
 자자,79,157 
 바마,94,159 
 차차,50,141 
 차마,49,146 
 바아,84,187 
 카바,54,151 
 마다,42,184 
 나파,66,191 
 사바,78,181 
 타차,47,177 
 마라,66,184 
 하나,52,162 
 라다,68,144 
 카자,94,171 
 자카,68,193 
 라아,53,176 
 바가,47,177 
 하하,65,142 
 하타,87,155 
 바라,51,142 
 카바,82,157 
 사파,99,181 
 카가,53,184 
 자가,64,171 
 나사,69,163 
 마나,99,156 
 나파,60,152 
 마다,48,184 
 바하,47,143 
 카가,56,157 
 다차,72,184 
 차하,98,181 
 다하,98,188 
 나자,48,172 
 바나,60,144 
 파차,86,197 
 타사,90,144 
 파자,69,169 
 나파,96,196 
 아사,45,159 
 파파,64,144 
 바아,52,188 
 마다,80,178 
 파자,89,154 
 자파,56,163 
 사차,41,141 
 바카,41,182 
 파바,64,193 
 타카,61,156 
 사라,82,197 
 자자,57,145 
 차바,75,148 
 하하,88,197 
 파아,46,147 
 나타,75,186 
 자바,56,150 
 카아,44,157 
 타바,78,167 
 파마,77,145 
 마라,82,194 
 차사,75,191 
 카카,83,181 
 사자,78,185 
 라나,95,166 
 다아,41,143 
 바마,60,188 
 자자,60,188 
 아아,68,183 
 바바,43,166 
 아다,70,192 
 차가,57,164 
 차가,85,176 
 가가,79,172 
 차아,61,178 
 나자,77,169 
 차하,97,150 
 파파,81,155 
 카라,57,144 
 나가,87,197 
 사하,46,162 
 타바,42,165 
 나다,49,184 
 다카,71,184 
 사카,49,182 
 차바,46,179 
 바바,83,181 
 나나,81,149 
 카나,51,160 
 차바,83,191 
 카자,70,182 
 바하,44,181 
 파차,45,199 
 파하,60,168 
 바라,67,176 
 파아,87,156 
 아하,75,190 
 사하,95,150 
 파아,61,142 
 하가,87,157 
 자바,92,187 
 가다,60,149 
 가가,89,182 
 사아,80,159 
 카사,43,142 
 카마,60,148 
 차파,98,175 
 라사,59,182 
 가아,84,172 
 다바,60,167 
 나아,82,167 
 자타,56,151 
 카라,63,171 
 나자,43,156 
 자가,51,181 
 사하,63,168 
 타나,69,187 
 가바,86,166 
 카바,44,172 
 파하,57,154 
 카라,96,144 
 나가,49,155 
 바라,82,143 
 아차,65,144 
 다카,73,167 
 라가,50,154 
 타다,56,154 
 하나,73,166 
 마차,61,199 
 가자,98,172 
 자파,66,193 
 다타,61,160 
 타카,76,160 
 차다,77,157 
 차마,83,193 
 하카,53,189 
 카자,44,179 
 사사,85,166 
 파마,67,168 
 하다,56,155 
 가카,54,147 
 아다,41,191 
 마아,91,187 
 사바,70,176 
 하차,60,142 
 사하,96,182 
 바다,42,150 
 바자,44,187 
 자차,46,198 
 카차,97,163 
 바자,71,156 
 타사,96,169 
 자나,45,147 
 타아,73,192 
 나마,82,190 
 자아,95,153 
 아타,42,148 
 마차,93,174 
 다하,52,140 
 바카,45,170 
 파마,63,147 
 나파,42,140 
 나차,54,163 
 하다,75,158 
 마가,52,199 
 라마,70,142 
 하하,82,169 
 다자,57,142 
 차파,84,194 
 가아,98,198 
 마가,56,149 
 타자,81,173 
 아타,58,154 
 라아,90,152 
 자바,64,184 
 가아,67,199 
 사타,43,187 
 라차,61,199 
 파사,53,195 
 나다,92,151 
 다아,73,198 
 마다,83,174 
 타하,81,190 
 자바,47,177 
 마차,76,165 
 타나,52,188 
 마카,84,167 
 나파,66,144 
 타라,89,197 
 마사,81,179 
 사카,81,195 
 카마,97,167 
 카차,48,155 
 아마,69,163 
 가자,53,187 
 마타,98,199 
 차나,54,178 
 카아,82,162 
 바가,64,190 
 자파,76,191 
 하아,86,158 
 파라,97,194 
 파라,40,189 
 아하,69,196 
 바마,82,141 
 자마,61,153 
 사아,79,150 
 아자,46,153 
 다라,55,183 
 하타,83,142 
 카카,64,176 
 사나,43,156 
 파다,95,195 
 아아,83,184 
 차차,67,168 
 차나,70,174 
 가파,68,152 
 마아,44,192 
 차하,40,140 
 라다,71,192 
 바가,89,189 
 다카,71,151 
 가자,94,161 
 자다,95,191 
 나타,82,188 
 사타,53,199 
 라라,99,169 
 파가,69,168 
 파가,67,185 
 다라,70,186 
 하마,79,156 
 타다,64,157 
 파하,92,189 
 자타,52,172 
 가파,86,179 
 마사,76,187 
 자타,68,189 
 마자,57,145 
 사다,49,176 
 사하,88,176 
 나자,61,175 
 하아,48,161 
 타하,73,171 
 카차,87,179 
 자가,91,162 
 자바,70,160 
 라가,48,140 
 다마,51,143 
 하가,57,155 
 차가,77,190 
 사사,74,175 
 
